"icd10","visit_type2","monthly_expenditure"
"F1910","Inpatient",417.39307
"F1910","Outpatient",NA
"F1920","Inpatient",NA
"F1920","Outpatient",229.64465
"F200","Inpatient",3381.5437
"F200","Outpatient",216.57272
"F209","Inpatient",2188.1487
"F209","Outpatient",135.3062
"F22","Inpatient",1443.7566
"F22","Outpatient",NA
"F250","Inpatient",3366.8933
"F250","Outpatient",214.99089
"F251","Inpatient",NA
"F251","Outpatient",191.71136
"F259","Inpatient",1778.1908
"F259","Outpatient",186.67657
"F29","Inpatient",1341.3597
"F29","Outpatient",300.69797
"F3132","Inpatient",NA
"F3132","Outpatient",192.3701
"F314","Inpatient",NA
"F314","Outpatient",370.77472
"F3181","Inpatient",NA
"F3181","Outpatient",166.19104
"F319","Inpatient",527.78522
"F319","Outpatient",151.30321
"F321","Inpatient",NA
"F321","Outpatient",178.63443
"F322","Inpatient",NA
"F322","Outpatient",245.21449
"F328","Inpatient",320.83051
"F328","Outpatient",104.80023
"F3289","Inpatient",-439.27548
"F3289","Outpatient",41.557617
"F329","Inpatient",340.54605
"F329","Outpatient",79.032364
"F330","Inpatient",-562.96191
"F330","Outpatient",139.07501
"F331","Inpatient",207.37299
"F331","Outpatient",179.94759
"F332","Inpatient",1396.9718
"F332","Outpatient",314.16196
"F333","Inpatient",2335.3413
"F333","Outpatient",210.71631
"F3341","Inpatient",NA
"F3341","Outpatient",67.231209
"F338","Inpatient",-1278.5013
"F338","Outpatient",NA
"F339","Inpatient",-634.31738
"F339","Outpatient",117.13926
"F341","Inpatient",424.03275
"F341","Outpatient",143.66243
"F39","Inpatient",539.48206
"F39","Outpatient",60.321629
"F40240","Inpatient",151.85109
"F40240","Outpatient",NA
"F410","Inpatient",501.3223
"F410","Outpatient",90.194557
"F411","Inpatient",-145.17529
"F411","Outpatient",80.980278
"F418","Inpatient",1041.6129
"F418","Outpatient",72.158592
"F419","Inpatient",274.59317
"F419","Outpatient",77.148651
"F42","Inpatient",NA
"F42","Outpatient",106.03038
"F429","Inpatient",1372.8601
"F429","Outpatient",NA
"F4310","Inpatient",633.42285
"F4310","Outpatient",141.79659
"F4312","Inpatient",NA
"F4312","Outpatient",181.23277
"F4320","Inpatient",3446.4263
"F4320","Outpatient",NA
"F4321","Inpatient",1896.9227
"F4321","Outpatient",175.63815
"F4322","Inpatient",3831.9758
"F4322","Outpatient",NA
"F4323","Inpatient",3374.812
"F4323","Outpatient",235.1244
"F5101","Inpatient",NA
"F5101","Outpatient",-130.14
"F603","Inpatient",486.58917
"F603","Outpatient",NA
"F70","Inpatient",1266.6554
"F70","Outpatient",NA
"F79","Inpatient",1010.5143
"F79","Outpatient",102.61288
"F840","Inpatient",NA
"F840","Outpatient",118.6182
"F909","Inpatient",1044.3647
"F909","Outpatient",127.64832
"G061","Inpatient",9249.9375
"G061","Outpatient",NA
"G121","Inpatient",NA
"G121","Outpatient",21703.629
"G1221","Inpatient",NA
"G1221","Outpatient",1543.7135
"G129","Inpatient",NA
"G129","Outpatient",9971.001
"G20","Inpatient",1379.0553
"G20","Outpatient",227.43944
"G243","Inpatient",NA
"G243","Outpatient",1047.4449
"G250","Inpatient",484.82092
"G250","Outpatient",126.20177
"G253","Inpatient",654.75067
"G253","Outpatient",NA
"G2581","Inpatient",-291.81656
"G2581","Outpatient",-16.982649
"G301","Inpatient",309.86035
"G301","Outpatient",24.968046
"G309","Inpatient",438.57211
"G309","Outpatient",54.852783
"G3183","Inpatient",855.9823
"G3183","Outpatient",NA
"G3184","Inpatient",995.85345
"G3184","Outpatient",129.65082
"G319","Inpatient",-731.09967
"G319","Outpatient",140.03139
"G35","Inpatient",1131.6887
"G35","Outpatient",1312.1326
"G40219","Inpatient",NA
"G40219","Outpatient",574.91052
"G40409","Inpatient",798.43011
"G40409","Outpatient",NA
"G4089","Inpatient",310.15918
"G4089","Outpatient",239.32822
"G40901","Inpatient",2997.5186
"G40901","Outpatient",NA
"G40909","Inpatient",461.85007
"G40909","Outpatient",161.621
"G43709","Inpatient",NA
"G43709","Outpatient",532.85107
"G43719","Inpatient",NA
"G43719","Outpatient",719.56195
"G43909","Inpatient",595.59985
"G43909","Outpatient",223.14146
"G459","Inpatient",-1257.0573
"G459","Outpatient",295.61896
"G4700","Inpatient",723.94043
"G4700","Outpatient",-69.29129
"G4710","Inpatient",NA
"G4710","Outpatient",209.19537
"G4730","Inpatient",29.827417
"G4730","Outpatient",341.44257
"G4731","Inpatient",NA
"G4731","Outpatient",244.52563
"G4733","Inpatient",198.7549
"G4733","Outpatient",174.60719
"G4761","Inpatient",NA
"G4761","Outpatient",376.39435
"G479","Inpatient",NA
"G479","Outpatient",-64.508926
"G500","Inpatient",1067.865
"G500","Outpatient",205.26172
"G510","Inpatient",1293.8506
"G510","Outpatient",180.16945
"G5600","Inpatient",NA
"G5600","Outpatient",89.686615
"G5601","Inpatient",NA
"G5601","Outpatient",365.29211
"G5602","Inpatient",NA
"G5602","Outpatient",386.73743
"G5603","Inpatient",NA
"G5603","Outpatient",165.73151
"G5621","Inpatient",NA
"G5621","Outpatient",333.03247
"G5622","Inpatient",NA
"G5622","Outpatient",316.8519
"G603","Inpatient",NA
"G603","Outpatient",270.14294
"G609","Inpatient",-310.82684
"G609","Outpatient",80.339752
"G6181","Inpatient",NA
"G6181","Outpatient",4175.4351
"G620","Inpatient",1695.4346
"G620","Outpatient",-360.7533
"G6281","Inpatient",13193.191
"G6281","Outpatient",NA
"G629","Inpatient",312.76968
"G629","Outpatient",6.1956596
"G7000","Inpatient",1203.0482
"G7000","Outpatient",1608.3345
"G7001","Inpatient",NA
"G7001","Outpatient",4372.8857
"G7281","Inpatient",8446.8965
"G7281","Outpatient",NA
"G7289","Inpatient",7494.7783
"G7289","Outpatient",NA
"G809","Inpatient",1443.1583
"G809","Outpatient",349.97678
"G8190","Inpatient",NA
"G8190","Outpatient",220.71228
"G8191","Inpatient",3651.3313
"G8191","Outpatient",434.41199
"G8194","Inpatient",3559.8159
"G8194","Outpatient",479.51685
"G8220","Inpatient",2964.6514
"G8220","Outpatient",600.53894
"G8250","Inpatient",4507.0083
"G8250","Outpatient",672.44348
"G8911","Inpatient",2710.5037
"G8911","Outpatient",NA
"G8918","Inpatient",5615.4414
"G8918","Outpatient",3086.55
"G8929","Inpatient",-157.31358
"G8929","Outpatient",-23.660282
"G893","Inpatient",1695.115
"G893","Outpatient",-74.571388
"G894","Inpatient",-571.62756
"G894","Outpatient",282.50824
"G9009","Inpatient",-677.90857
"G9009","Outpatient",218.28041
"G911","Inpatient",11660.829
"G911","Outpatient",NA
"G912","Inpatient",1144.1895
"G912","Outpatient",NA
"G919","Inpatient",6029.5527
"G919","Outpatient",NA
"G92","Inpatient",2026.9539
"G92","Outpatient",NA
"G931","Inpatient",1983.04
"G931","Outpatient",NA
"G9340","Inpatient",978.83258
"G9340","Outpatient",201.3443
"G9341","Inpatient",604.99213
"G9341","Outpatient",57.275574
"G9349","Inpatient",1911.7965
"G9349","Outpatient",NA
"G935","Inpatient",8906.8721
"G935","Outpatient",NA
"G936","Inpatient",7986.3154
"G936","Outpatient",NA
"G9389","Inpatient",1933.0256
"G9389","Outpatient",298.57031
"G960","Inpatient",9807.9873
"G960","Outpatient",NA
"G9741","Inpatient",10007.793
"G9741","Outpatient",NA
"H02403","Inpatient",NA
"H02403","Outpatient",627.8717
"H02831","Inpatient",NA
"H02831","Outpatient",301.88364
"H02834","Inpatient",NA
"H02834","Outpatient",707.71472
"H04123","Inpatient",372.65771
"H04123","Outpatient",85.060844
"H109","Inpatient",1727.4294
"H109","Outpatient",NA
"H16223","Inpatient",NA
"H16223","Outpatient",121.41811
"H1851","Inpatient",NA
"H1851","Outpatient",379.66345
"H25011","Inpatient",NA
"H25011","Outpatient",588.62079
"H25012","Inpatient",NA
"H25012","Outpatient",596.59131
"H25013","Inpatient",NA
"H25013","Outpatient",87.567734
"H25041","Inpatient",NA
"H25041","Outpatient",523.36768
"H2511","Inpatient",NA
"H2511","Outpatient",1011.5242
"H2512","Inpatient",NA
"H2512","Outpatient",1059.8055
"H2513","Inpatient",NA
"H2513","Outpatient",80.954269
"H25811","Inpatient",NA
"H25811","Outpatient",885.86719
"H25812","Inpatient",NA
"H25812","Outpatient",926.89453
"H25813","Inpatient",NA
"H25813","Outpatient",75.22187
"H2589","Inpatient",NA
"H2589","Outpatient",528.888
"H259","Inpatient",NA
"H259","Outpatient",384.49146
"H26491","Inpatient",NA
"H26491","Outpatient",311.11395
"H26492","Inpatient",NA
"H26492","Outpatient",316.50052
"H26493","Inpatient",NA
"H26493","Outpatient",131.07794
"H268","Inpatient",NA
"H268","Outpatient",564.94586
"H269","Inpatient",456.72705
"H269","Outpatient",442.3656
"H34811","Inpatient",NA
"H34811","Outpatient",656.80194
"H348110","Inpatient",NA
"H348110","Outpatient",952.53345
"H34812","Inpatient",NA
"H34812","Outpatient",636.41595
"H348120","Inpatient",NA
"H348120","Outpatient",939.35632
"H34831","Inpatient",NA
"H34831","Outpatient",524.4303
"H348310","Inpatient",NA
"H348310","Outpatient",864.54559
"H34832","Inpatient",NA
"H34832","Outpatient",525.17987
"H348320","Inpatient",NA
"H348320","Outpatient",858.34967
"H35033","Inpatient",NA
"H35033","Outpatient",150.57294
"H3530","Inpatient",-163.50359
"H3530","Outpatient",12.90109
"H3531","Inpatient",NA
"H3531","Outpatient",77.26078
"H353111","Inpatient",NA
"H353111","Outpatient",118.09967
"H353112","Inpatient",NA
"H353112","Outpatient",177.7868
"H353122","Inpatient",NA
"H353122","Outpatient",154.42046
"H353131","Inpatient",NA
"H353131","Outpatient",65.723305
"H353132","Inpatient",NA
"H353132","Outpatient",91.068855
"H3532","Inpatient",NA
"H3532","Outpatient",1152.0367
"H353210","Inpatient",NA
"H353210","Outpatient",777.87378
"H353211","Inpatient",NA
"H353211","Outpatient",1044.8569
"H353212","Inpatient",NA
"H353212","Outpatient",358.69629
"H353220","Inpatient",NA
"H353220","Outpatient",834.65625
"H353221","Inpatient",NA
"H353221","Outpatient",1025.6653
"H353222","Inpatient",NA
"H353222","Outpatient",378.71454
"H353230","Inpatient",NA
"H353230","Outpatient",1000.3574
"H353231","Inpatient",NA
"H353231","Outpatient",1693.9417
"H35341","Inpatient",NA
"H35341","Outpatient",409.63419
"H35342","Inpatient",NA
"H35342","Outpatient",442.64386
"H35363","Inpatient",NA
"H35363","Outpatient",87.281769
"H35371","Inpatient",NA
"H35371","Outpatient",205.39456
"H35372","Inpatient",NA
"H35372","Outpatient",206.43575
"H35373","Inpatient",NA
"H35373","Outpatient",125.18089
"H3581","Inpatient",NA
"H3581","Outpatient",447.3887
"H40003","Inpatient",NA
"H40003","Outpatient",68.365463
"H40013","Inpatient",NA
"H40013","Outpatient",99.733376
"H40023","Inpatient",NA
"H40023","Outpatient",101.95284
"H40033","Inpatient",NA
"H40033","Outpatient",153.83464
"H40053","Inpatient",NA
"H40053","Outpatient",84.158737
"H401111","Inpatient",NA
"H401111","Outpatient",349.67209
"H401112","Inpatient",NA
"H401112","Outpatient",375.4187
"H401113","Inpatient",NA
"H401113","Outpatient",265.72403
"H401121","Inpatient",NA
"H401121","Outpatient",515.10095
"H401122","Inpatient",NA
"H401122","Outpatient",492.64063
"H401123","Inpatient",NA
"H401123","Outpatient",362.31686
"H401131","Inpatient",NA
"H401131","Outpatient",83.923058
"H401132","Inpatient",NA
"H401132","Outpatient",94.520287
"H401133","Inpatient",NA
"H401133","Outpatient",99.870163
"H4011X0","Inpatient",NA
"H4011X0","Outpatient",229.73935
"H4011X1","Inpatient",NA
"H4011X1","Outpatient",119.57013
"H4011X2","Inpatient",NA
"H4011X2","Outpatient",143.6373
"H4011X3","Inpatient",NA
"H4011X3","Outpatient",155.03355
"H409","Inpatient",484.68503
"H409","Outpatient",304.49826
"H4311","Inpatient",NA
"H4311","Outpatient",771.47418
"H4312","Inpatient",NA
"H4312","Outpatient",748.0802
"H43393","Inpatient",NA
"H43393","Outpatient",118.36979
"H43811","Inpatient",NA
"H43811","Outpatient",104.16304
"H43812","Inpatient",NA
"H43812","Outpatient",98.855415
"H43813","Inpatient",NA
"H43813","Outpatient",95.162666
"H532","Inpatient",2061.9658
"H532","Outpatient",207.90921
"H538","Inpatient",1020.6506
"H538","Outpatient",121.05162
"H539","Inpatient",NA
"H539","Outpatient",137.88269
"H540","Inpatient",482.1763
"H540","Outpatient",93.219734
"H5441","Inpatient",332.30643
"H5441","Outpatient",NA
"H5442","Inpatient",446.53522
"H5442","Outpatient",NA
"H5461","Inpatient",786.57391
"H5461","Outpatient",NA
"H5462","Inpatient",574.38702
"H5462","Outpatient",NA
"H547","Inpatient",290.50436
"H547","Outpatient",196.16985
"H548","Inpatient",339.47119
"H548","Outpatient",105.72842
"H6121","Inpatient",NA
"H6121","Outpatient",20.219711
"H6123","Inpatient",NA
"H6123","Outpatient",21.608217
"H8110","Inpatient",3.472609
"H8110","Outpatient",110.92429
"H903","Inpatient",NA
"H903","Outpatient",220.9048
"H905","Inpatient",372.05872
"H905","Outpatient",291.96011
"H9190","Inpatient",33.562714
"H9190","Outpatient",81.290428
"H9193","Inpatient",767.09601
"H9193","Outpatient",26.797806
"I059","Inpatient",NA
"I059","Outpatient",4.9029765
"I071","Inpatient",5.9186964
"I071","Outpatient",155.03923
"I080","Inpatient",938.72125
"I080","Outpatient",331.32236
"I081","Inpatient",171.13684
"I081","Outpatient",451.34109
"I083","Inpatient",11.573586
"I083","Outpatient",290.69293
"I10","Inpatient",2151.8635
"I10","Outpatient",75.522652
"I110","Inpatient",1304.5436
"I110","Outpatient",277.64935
"I119","Inpatient",1314.1483
"I119","Outpatient",94.753281
"I120","Inpatient",4539.1299
"I120","Outpatient",250.55563
"I129","Inpatient",1247.7313
"I129","Outpatient",54.151131
"I130","Inpatient",1362.9446
"I130","Outpatient",61.097969
"I1310","Inpatient",851.30566
"I1310","Outpatient",13.15134
"I1311","Inpatient",2867.9966
"I1311","Outpatient",278.14523
"I132","Inpatient",3500.697
"I132","Outpatient",91.210869
"I150","Inpatient",NA
"I150","Outpatient",73.289261
"I160","Inpatient",-538.83118
"I160","Outpatient",354.74695
"I161","Inpatient",229.09822
"I161","Outpatient",NA
"I200","Inpatient",NA
"I200","Outpatient",890.81
"I208","Inpatient",NA
"I208","Outpatient",547.8587
"I209","Inpatient",-81.201187
"I209","Outpatient",426.01666
"I2109","Inpatient",4640.8315
"I2109","Outpatient",NA
"I2119","Inpatient",4006.4233
"I2119","Outpatient",NA
"I213","Inpatient",2207.5176
"I213","Outpatient",726.26355
"I214","Inpatient",1957.1062
"I214","Outpatient",533.18665
"I21A1","Inpatient",798.17017
"I21A1","Outpatient",NA
"I248","Inpatient",-43.5881
"I248","Outpatient",NA
"I249","Inpatient",1480.2878
"I249","Outpatient",702.45038
"I2510","Inpatient",280.63812
"I2510","Outpatient",124.20397
"I25110","Inpatient",5151.5239
"I25110","Outpatient",2056.8438
"I25118","Inpatient",2904.4951
"I25118","Outpatient",797.03101
"I25119","Inpatient",2169.5889
"I25119","Outpatient",701.48352
"I252","Inpatient",-23.278101
"I252","Outpatient",189.60881
"I255","Inpatient",720.74585
"I255","Outpatient",844.3717
"I25710","Inpatient",NA
"I25710","Outpatient",1827.3873
"I25810","Inpatient",1226.5636
"I25810","Outpatient",86.303024
"I2582","Inpatient",4038.877
"I2582","Outpatient",2777.2119
"I2584","Inpatient",5283.708
"I2584","Outpatient",965.71039
"I259","Inpatient",176.88547
"I259","Outpatient",97.799873
"I2699","Inpatient",1625.0687
"I2699","Outpatient",72.30439
"I270","Inpatient",530.82385
"I270","Outpatient",1749.2251
"I272","Inpatient",707.25446
"I272","Outpatient",482.68332
"I2720","Inpatient",619.02289
"I2720","Outpatient",239.505
"I2721","Inpatient",1276.6501
"I2721","Outpatient",2630.9736
"I2722","Inpatient",2151.3794
"I2722","Outpatient",NA
"I2723","Inpatient",2303.5808
"I2723","Outpatient",NA
"I2729","Inpatient",456.14505
"I2729","Outpatient",NA
"I2781","Inpatient",-791.55853
"I2781","Outpatient",NA
"I2782","Inpatient",1519.4633
"I2782","Outpatient",NA
"I313","Inpatient",1904.6541
"I313","Outpatient",295.77231
"I314","Inpatient",11431.848
"I314","Outpatient",NA
"I330","Inpatient",4965.2417
"I330","Outpatient",NA
"I340","Inpatient",879.01306
"I340","Outpatient",221.94623
"I341","Inpatient",1734.8271
"I341","Outpatient",249.0786
"I350","Inpatient",1514.8188
"I350","Outpatient",152.73094
"I351","Inpatient",1373.0239
"I351","Outpatient",127.17116
"I352","Inpatient",3387.7317
"I352","Outpatient",NA
"I358","Inpatient",2821.2551
"I358","Outpatient",149.87822
"I359","Inpatient",NA
"I359","Outpatient",42.725861
"I361","Inpatient",491.97852
"I361","Outpatient",126.19154
"I371","Inpatient",NA
"I371","Outpatient",-53.115005
"I38","Inpatient",867.69812
"I38","Outpatient",-15.658731
"I420","Inpatient",1930.5319
"I420","Outpatient",1205.0305
"I421","Inpatient",2676.6279
"I421","Outpatient",NA
"I422","Inpatient",1722.9685
"I422","Outpatient",357.70526
"I428","Inpatient",2664.0339
"I428","Outpatient",702.43018
"I429","Inpatient",521.5025
"I429","Outpatient",528.83173
"I43","Inpatient",1133.1835
"I43","Outpatient",NA
"I440","Inpatient",1001.8325
"I440","Outpatient",416.5256
"I441","Inpatient",2134.3474
"I441","Outpatient",697.94385
"I442","Inpatient",5693.8252
"I442","Outpatient",707.57434
"I4430","Inpatient",NA
"I4430","Outpatient",638.31653
"I444","Inpatient",NA
"I444","Outpatient",247.58743
"I447","Inpatient",805.32007
"I447","Outpatient",1305.3248
"I4510","Inpatient",507.55573
"I4510","Outpatient",385.03177
"I452","Inpatient",1290.9424
"I452","Outpatient",587.27301
"I4581","Inpatient",1509.4944
"I4581","Outpatient",411.39023
"I459","Inpatient",NA
"I459","Outpatient",564.36798
"I462","Inpatient",2922.9709
"I462","Outpatient",NA
"I468","Inpatient",2274.7061
"I468","Outpatient",NA
"I469","Inpatient",-881.49695
"I469","Outpatient",763.63104
"I471","Inpatient",2036.038
"I471","Outpatient",619.88776
"I472","Inpatient",3109.2273
"I472","Outpatient",631.49988
"I480","Inpatient",-230.04033
"I480","Outpatient",167.40715
"I481","Inpatient",773.45325
"I481","Outpatient",516.07727
"I4819","Inpatient",150.7321
"I4819","Outpatient",594.20245
"I482","Inpatient",-167.6826
"I482","Outpatient",24.452414
"I4820","Inpatient",130.72897
"I4820","Outpatient",14.022895
"I4821","Inpatient",-828.9986
"I4821","Outpatient",33.82563
"I483","Inpatient",1482.4132
"I483","Outpatient",1970.149
"I484","Inpatient",NA
"I484","Outpatient",1738.1816
"I4891","Inpatient",342.35327
"I4891","Outpatient",101.18525
"I4892","Inpatient",1703.7528
"I4892","Outpatient",700.73462
"I4901","Inpatient",4678.4648
"I4901","Outpatient",934.35962
"I491","Inpatient",1155.8513
"I491","Outpatient",162.02293
"I493","Inpatient",846.65442
"I493","Outpatient",286.73538
"I495","Inpatient",2039.5018
"I495","Outpatient",515.69904
"I498","Inpatient",1412.7532
"I498","Outpatient",468.60611
"I499","Inpatient",1762.0387
"I499","Outpatient",372.99805
"I501","Inpatient",1734.7432
"I501","Outpatient",299.15344
"I5020","Inpatient",1134.0338
"I5020","Outpatient",162.16562
"I5021","Inpatient",1601.861
"I5021","Outpatient",183.55133
"I5022","Inpatient",579.24316
"I5022","Outpatient",326.08313
"I5023","Inpatient",1329.6906
"I5023","Outpatient",74.433441
"I5030","Inpatient",719.60162
"I5030","Outpatient",-23.202509
"I5031","Inpatient",743.35083
"I5031","Outpatient",85.09713
"I5032","Inpatient",-2.8992019
"I5032","Outpatient",-54.87812
"I5033","Inpatient",670.8042
"I5033","Outpatient",-3.4869955
"I5040","Inpatient",173.63983
"I5040","Outpatient",56.134804
"I5041","Inpatient",923.60022
"I5041","Outpatient",NA
"I5042","Inpatient",-136.39195
"I5042","Outpatient",35.470947
"I5043","Inpatient",1211.9464
"I5043","Outpatient",10.527386
"I50810","Inpatient",2194.311
"I50810","Outpatient",NA
"I5082","Inpatient",2714.1687
"I5082","Outpatient",NA
"I5084","Inpatient",8090.0933
"I5084","Outpatient",NA
"I509","Inpatient",167.25079
"I509","Outpatient",73.077744
"I513","Inpatient",2200.6411
"I513","Outpatient",NA
"I517","Inpatient",604.07709
"I517","Outpatient",168.20665
"I5181","Inpatient",602.84296
"I5181","Outpatient",NA
"I5189","Inpatient",NA
"I5189","Outpatient",131.51945
"I519","Inpatient",511.64941
"I519","Outpatient",8.5596495
"I609","Inpatient",4973.6787
"I609","Outpatient",NA
"I611","Inpatient",1560.4741
"I611","Outpatient",NA
"I615","Inpatient",4922.8711
"I615","Outpatient",NA
"I619","Inpatient",1855.8226
"I619","Outpatient",NA
"I6200","Inpatient",2576.9011
"I6200","Outpatient",NA
"I6203","Inpatient",4586.27
"I6203","Outpatient",NA
"I629","Inpatient",1424.1957
"I629","Outpatient",NA
"I6340","Inpatient",2240.1143
"I6340","Outpatient",NA
"I63411","Inpatient",2522.0984
"I63411","Outpatient",NA
"I63412","Inpatient",2282.6777
"I63412","Outpatient",NA
"I6350","Inpatient",NA
"I6350","Outpatient",133.9903
"I63511","Inpatient",2288.2898
"I63511","Outpatient",NA
"I63512","Inpatient",1908.4373
"I63512","Outpatient",NA
"I638","Inpatient",1116.5781
"I638","Outpatient",410.85782
"I6381","Inpatient",1252.1008
"I6381","Outpatient",NA
"I6389","Inpatient",1460.2925
"I6389","Outpatient",NA
"I639","Inpatient",555.67621
"I639","Outpatient",292.57886
"I6521","Inpatient",1472.5964
"I6521","Outpatient",155.37604
"I6522","Inpatient",1502.0261
"I6522","Outpatient",154.45483
"I6523","Inpatient",644.91479
"I6523","Outpatient",155.02939
"I6529","Inpatient",-146.44838
"I6529","Outpatient",119.64731
"I671","Inpatient",5693.7646
"I671","Outpatient",563.25836
"I672","Inpatient",966.06799
"I672","Outpatient",131.50111
"I6782","Inpatient",NA
"I6782","Outpatient",231.26685
"I6789","Inpatient",314.54874
"I6789","Outpatient",416.29153
"I679","Inpatient",-121.59849
"I679","Outpatient",82.966866
"I6930","Inpatient",103.74121
"I6930","Outpatient",NA
"I6931","Inpatient",2568.9082
"I6931","Outpatient",NA
"I69311","Inpatient",1407.6107
"I69311","Outpatient",NA
"I69318","Inpatient",4201.1943
"I69318","Outpatient",NA
"I69319","Inpatient",4095.3479
"I69319","Outpatient",NA
"I69320","Inpatient",525.93781
"I69320","Outpatient",218.13759
"I69322","Inpatient",2649.8601
"I69322","Outpatient",NA
"I69328","Inpatient",602.53351
"I69328","Outpatient",NA
"I69351","Inpatient",1889.7181
"I69351","Outpatient",244.37247
"I69354","Inpatient",1833.3029
"I69354","Outpatient",269.96405
"I69359","Inpatient",1091.8939
"I69359","Outpatient",NA
"I69391","Inpatient",1674.6842
"I69391","Outpatient",149.26279
"I69392","Inpatient",3455.9744
"I69392","Outpatient",NA
"I69393","Inpatient",3740.2151
"I69393","Outpatient",NA
"I69398","Inpatient",1836.5802
"I69398","Outpatient",94.364532
"I6990","Inpatient",-386.83536
"I6990","Outpatient",81.637558
"I69920","Inpatient",10.702006
"I69920","Outpatient",NA
"I69951","Inpatient",1185.6062
"I69951","Outpatient",221.21895
"I69954","Inpatient",1241.9565
"I69954","Outpatient",264.56876
"I69959","Inpatient",NA
"I69959","Outpatient",307.422
"I69991","Inpatient",428.46268
"I69991","Outpatient",NA
"I69998","Inpatient",NA
"I69998","Outpatient",54.777985
"I700","Inpatient",1990.6263
"I700","Outpatient",10.422439
"I701","Inpatient",471.02814
"I701","Outpatient",423.28183
"I70201","Inpatient",3732.3655
"I70201","Outpatient",727.04675
"I70202","Inpatient",NA
"I70202","Outpatient",962.97791
"I70203","Inpatient",NA
"I70203","Outpatient",98.134636
"I70209","Inpatient",NA
"I70209","Outpatient",162.83403
"I70211","Inpatient",NA
"I70211","Outpatient",3041.375
"I70212","Inpatient",NA
"I70212","Outpatient",3417.085
"I70213","Inpatient",NA
"I70213","Outpatient",834.33899
"I70219","Inpatient",NA
"I70219","Outpatient",516.00665
"I70221","Inpatient",NA
"I70221","Outpatient",3854.8552
"I70222","Inpatient",NA
"I70222","Outpatient",4394.7397
"I70223","Inpatient",NA
"I70223","Outpatient",1031.2336
"I70235","Inpatient",NA
"I70235","Outpatient",1824.026
"I70245","Inpatient",NA
"I70245","Outpatient",1915.0919
"I70261","Inpatient",3684.6123
"I70261","Outpatient",NA
"I70262","Inpatient",3863.6191
"I70262","Outpatient",NA
"I708","Inpatient",3122.8235
"I708","Outpatient",264.37967
"I7090","Inpatient",NA
"I7090","Outpatient",-80.916214
"I7092","Inpatient",6867.9219
"I7092","Outpatient",3960.7666
"I7101","Inpatient",11648.724
"I7101","Outpatient",NA
"I712","Inpatient",2512.7583
"I712","Outpatient",131.17996
"I714","Inpatient",2405.5696
"I714","Outpatient",97.61412
"I719","Inpatient",NA
"I719","Outpatient",148.95502
"I723","Inpatient",6663.0386
"I723","Outpatient",NA
"I724","Inpatient",2853.02
"I724","Outpatient",NA
"I7300","Inpatient",1075.9452
"I7300","Outpatient",115.30707
"I7389","Inpatient",NA
"I7389","Outpatient",162.58659
"I739","Inpatient",-129.45192
"I739","Outpatient",163.7854
"I743","Inpatient",5298.105
"I743","Outpatient",634.646
"I771","Inpatient",2756.3916
"I771","Outpatient",609.15179
"I77810","Inpatient",1109.1624
"I77810","Outpatient",38.808929
"I779","Inpatient",NA
"I779","Outpatient",-62.638126
"I808","Inpatient",2068.1741
"I808","Outpatient",NA
"I81","Inpatient",4737.6514
"I81","Outpatient",NA
"I82401","Inpatient",821.79553
"I82401","Outpatient",NA
"I82402","Inpatient",737.02246
"I82402","Outpatient",157.47832
"I82409","Inpatient",831.03668
"I82409","Outpatient",22.036095
"I82411","Inpatient",2994.3762
"I82411","Outpatient",NA
"I82412","Inpatient",2310.2258
"I82412","Outpatient",NA
"I82431","Inpatient",1068.9867
"I82431","Outpatient",NA
"I82432","Inpatient",1437.0074
"I82432","Outpatient",NA
"I824Z2","Inpatient",2829.4612
"I824Z2","Outpatient",NA
"I82611","Inpatient",3500.2861
"I82611","Outpatient",NA
"I82612","Inpatient",4054.1545
"I82612","Outpatient",NA
"I82621","Inpatient",4866.4053
"I82621","Outpatient",NA
"I82622","Inpatient",4155.4194
"I82622","Outpatient",NA
"I82C11","Inpatient",11676.627
"I82C11","Outpatient",NA
"I8311","Inpatient",NA
"I8311","Outpatient",528.25452
"I8312","Inpatient",NA
"I8312","Outpatient",394.36932
"I83811","Inpatient",NA
"I83811","Outpatient",883.65448
"I83812","Inpatient",NA
"I83812","Outpatient",895.32159
"I83813","Inpatient",NA
"I83813","Outpatient",389.95636
"I83891","Inpatient",NA
"I83891","Outpatient",940.44806
"I83892","Inpatient",NA
"I83892","Outpatient",921.66296
"I83893","Inpatient",NA
"I83893","Outpatient",416.24881
"I8500","Inpatient",-449.24976
"I8500","Outpatient",100.47675
"I8510","Inpatient",1262.3314
"I8510","Outpatient",NA
"I871","Inpatient",4713.0532
"I871","Outpatient",1860.88
"I872","Inpatient",-43.451954
"I872","Outpatient",238.69136
"I87311","Inpatient",NA
"I87311","Outpatient",553.78461
"I87312","Inpatient",NA
"I87312","Outpatient",522.75989
"I878","Inpatient",188.89095
"I878","Outpatient",127.17149
"I890","Inpatient",-100.1346
"I890","Outpatient",147.42778
"I951","Inpatient",777.19073
"I951","Outpatient",65.715965
"I952","Inpatient",538.9342
"I952","Outpatient",NA
"I953","Inpatient",1767.0161
"I953","Outpatient",305.79623
"I9581","Inpatient",6082.2578
"I9581","Outpatient",NA
"I9589","Inpatient",588.36896
"I9589","Outpatient",227.24847
"I959","Inpatient",736.4505
"I959","Outpatient",247.32172
